
1922879	NC_032156.1	Manual_curation
63330	NC_001906.3	18234
12319	NC_003464.1	Manual_curation
889510	NC_014547.1	2762
1631554	NC_027199.1	20261
1922432	NC_032434.1	10256
240865	NC_005807.1	2784
1392231	NC_023503.1	48800
582345	NC_015272.2	88322
2025359	NC_035468.1	204055
1608068	NC_031220.1	Manual_curation
1922947	NC_033234.1	2835
710112	NC_013758.1	8082
41763	NC_005903.1	9540
1010616	NC_021851.1	6277
1922497	NC_032494.1	9528
110457	NC_001271.1	39600
1788447	NC_030455.1	3021
1548714	NC_039189.1	8902
2293310	NC_040343.1	2176
1305716	NC_025363.1	15312
1128151	NC_023639.1	1168989
1740165	NC_031466.1	2759
300879	NC_006999.2	Manual_curation
1196647	NC_016964.1	7948
1922451	NC_032457.1	3610
382262	NC_020878.1	44945
1887646	NC_031122.1	44929
640136	NC_012666.1	1337
710545	NC_038284.1	11092
268316	NC_001346.2	2689
1381104	NC_025831.1	Manual_curation
1922524	NC_032498.1	Manual_curation
2065054	NC_038360.1	3230
526413	NC_012123.1	7802
1527506	NC_027387.1	38810
1805466	NC_031123.1	39444
1379695	NC_025706.1	3584
192021	NC_003778.1	1165
1923161	NC_033116.1	8961
2293280	NC_040366.1	3226
1873887	NC_031102.1	42429
1158189	NC_034550.1	11397
43761	NC_013458.1	Manual_curation
104664	NC_003093.1	7560
1747288	NC_028693.1	18607
1923271	NC_033217.1	2613
390438	NC_010713.1	Manual_curation
1572715	NC_028754.1	120098
1234809	NC_018713.1	12292
1857099	NC_031925.1	43788
1327965	NC_022974.1	88255
2316143	NC_040843.1	4442
72201	NC_024451.1	220222
1391455	NC_029032.1	45532
1775963	NC_029051.1	9590
1458724	NC_023862.1	52136
1141137	NC_019402.1	76631
1647311	NC_029093.1	75796
1701850	NC_028697.1	33900
1634484	NC_026806.1	2112
878329	NC_014564.2	45413
1618252	NC_026630.1	2422
1833938	NC_029989.1	5211
12175	NC_001409.1	7555
221262	NC_007147.1	9611
1458856	NC_024387.1	43767
11069	NC_001475.2	10707
555603	NC_011267.1	49487
1923614	NC_032908.1	9463
1464786	NC_023627.1	10929
1401297	NC_022916.1	41604
1230253	NC_038714.1	Manual_curation
2035815	NC_026767.1	5047
285013	NC_006268.1	75294
909333	NC_014956.1	7309
1922611	NC_032634.1	8918
1514896	NC_024455.1	13954
312274	NC_011539.1	6154
1922788	NC_032816.1	9551
1407493	NC_022749.1	39758
1923382	NC_032937.1	3216
312273	NC_011537.1	6206
1923257	NC_032960.1	2724
1486472	NC_026590.1	90460
1923477	NC_032851.1	6891
1535291	NC_025727.1	2855
1090134	NC_027402.1	240413
148943	NC_004735.1	129908
1923688	NC_033442.1	2972
204478	NC_018833.1	9544
1977403	NC_001341.1	4491
1922716	NC_032880.1	4473
1692248	NC_027787.1	1799
1922930	NC_032218.1	10283
1987144	NC_028365.1	6929
45220	NC_010759.1	Manual_curation
1354512	NC_022329.1	53636
445435	NC_010416.1	Manual_curation
1923564	NC_033172.1	8926
1234887	NC_023872.1	2225
1922809	NC_033016.1	3570
360398	NC_008689.1	44857
1739607	NC_028888.1	39474
431892	NC_009236.1	36690
1685742	NC_029596.1	1888
46919	NC_010703.1	Manual_curation
1498172	NC_027330.1	45403
1747360	NC_039037.1	7138
1685772	NC_029624.1	2999
1923388	NC_033129.1	3815
1915202	NC_040189.1	Manual_curation
1608047	NC_031135.1	Manual_curation
1540098	NC_027378.1	56776
1195068	NC_021326.1	45242
1838071	NC_030914.1	75462
1124578	NC_019502.1	44401
687342	NC_014081.1	3748
2169737	NC_030403.1	2742
1701549	NC_040183.1	Manual_curation
1234879	NC_023886.1	1741
1208587	NC_021868.1	58305
1678177	NC_040385.1	5907
205879	NC_004688.1	110865
11290	NC_001652.1	Manual_curation
223284	NC_004099.1	Manual_curation
2169743	NC_038971.1	2638
1923156	NC_033242.1	11507
1788442	NC_030465.1	2187
1567028	NC_028925.1	170822
552525	NC_011167.1	53104
46242	NC_003102.1	139342
1552662	NC_030743.1	9863
1615583	NC_027122.1	8376
1610838	NC_028997.1	59802
1923148	NC_033127.1	8941
1715778	NC_028105.1	35159
1229757	NC_027369.1	86231
1714363	NC_028481.1	4178
1131416	NC_038760.1	Manual_curation
1234881	NC_023868.1	1711
11612	NC_003625.1	Manual_curation
39803	NC_001890.1	4215
1487185	NC_024016.1	9910
12150	NC_038867.1	681
1718273	NC_028980.1	62181
1197952	NC_018281.1	43581
76875	NC_003003.1	Manual_curation
1922938	NC_033762.1	Manual_curation
1949201	NC_035675.1	6564
2480172	NC_040700.1	7967
1379692	NC_025705.1	4023
1682187	NC_027619.1	6169
1459800	NC_023485.1	7435
1972569	NC_025394.1	11103
404238	NC_038657.1	3213
28321	NC_002520.1	232392
1941237	NC_033742.1	2196
10359	NC_006273.2	235646
44024	NC_009029.2	10874
1647473	NC_030935.1	17727
240492	NC_005843.1	2606
65124	NC_038370.1	1182
245101	NC_006431.1	9149
1784982	NC_031274.1	50509
1439894	NC_027399.1	346602
1619899	NC_038381.1	7609
1718166	NC_028744.1	53141
356114	NC_009824.1	9456
1788444	NC_030470.1	2985
436447	NC_009530.1	10180
1167696	NC_018629.1	11902
2010327	NC_038683.1	1338
223308	NC_004638.1	Manual_curation
658904	NC_013462.1	Manual_curation
1219465	NC_021242.1	Manual_curation
878260	NC_014481.1	3427
1698710	NC_028869.1	153714
10589	NC_001354.1	7614
1445810	NC_029121.1	151417
1510155	NC_024450.1	204054
1458670	NC_023859.1	59254
10830	NC_003822.1	2580
1849544	NC_030871.1	7747
349563	NC_007922.1	5079
1620507	NC_040664.1	11230
41459	NC_003797.1	10818
1587520	NC_028772.1	39133
2010278	NC_035125.1	2709
743685	NC_023763.1	Manual_curation
291270	NC_006267.1	1346
380598	NC_009899.1	344691
45661	NC_009745.1	9711
421013	NC_037051.1	9500
2169998	NC_031692.1	6719
82676	NC_003348.1	7879
1903266	NC_032108.1	589068
37733	NC_004362.1	Manual_curation
10834	NC_003326.1	2750
1941437	NC_033744.1	4742
1837867	NC_031030.1	170788
1923636	NC_032900.1	8916
1821564	NC_031239.1	59337
244589	NC_001338.1	15465
1729141	NC_027998.2	9867
31533	NC_025419.1	168402
532075	NC_011042.1	39252
2014603	NC_035186.1	5183
166122	NC_022518.1	9472
2069321	NC_040777.1	3443
1825950	NC_038983.1	Manual_curation
2006585	NC_034977.1	1902
1469956	NC_023842.1	5006
238817	NC_034553.1	Manual_curation
340435	NC_008562.1	162109
1460374	NC_023547.1	5075
1922558	NC_032607.1	8466
1534545	NC_024766.1	7310
1728964	NC_040793.1	5206
1172985	NC_034222.1	Manual_curation
1147153	NC_019709.1	41567
190811	NC_003497.1	836
28295	NC_003436.1	28033
1655657	NC_027643.1	4654
687370	NC_014086.1	2765
1923612	NC_032837.1	8091
1327772	NC_021535.1	50679
10386	NC_006623.1	148687
48982	NC_038563.1	1103
1873452	NC_031059.1	38773
1923269	NC_032807.1	4268
1435450	NC_030203.1	4483
687367	NC_014073.1	3629
2169827	NC_038993.1	1367
1206110	NC_019782.1	36566
2292426	NC_040722.1	Manual_curation
1458669	NC_023590.1	43050
1237364	NC_018855.1	169158
1183318	NC_029647.1	7527
2170119	NC_021204.1	2495
1922927	NC_033257.1	2012
1758883	NC_028482.1	11877
1273750	NC_021322.1	49107
2169724	NC_022919.1	1127
1685741	NC_029595.1	1963
1932713	NC_036595.1	18222
1923680	NC_032462.1	8000
1329380	NC_021202.1	2739
1332248	NC_038296.1	20795
379501	NC_010147.1	43011
10986	NC_009248.1	Manual_curation
1229786	NC_018841.1	29574
1388882	NC_025801.1	Manual_curation
1690425	NC_028892.1	49949
1923507	NC_033049.1	2723
1718278	NC_031264.1	46877
1930508	NC_032479.1	8497
373862	NC_008514.1	11545
642251	NC_013023.1	2162
226613	NC_023813.1	Manual_curation
1923492	NC_032143.1	Manual_curation
928289	NC_015626.1	7801
329381	NC_014467.1	176788
1732175	NC_029314.1	29763
1673877	NC_028904.1	49452
1592102	NC_026280.1	2472
1922541	NC_032571.1	10676
2185281	NC_040835.1	7188
11021	NC_003899.1	11675
42789	NC_038308.1	7367
2169853	NC_025474.1	7321
1792272	NC_031911.1	39290
1922874	NC_033331.1	Manual_curation
10372	NC_001716.2	153080
1108865	NC_019530.1	157785
544686	NC_011065.1	Manual_curation
1114942	NC_017916.1	2459
1225644	NC_018574.1	1316
1755781	NC_028469.1	1813
1465639	NC_024329.1	39425
880162	NC_014766.1	194022
1357321	NC_025402.1	15396
1286141	NC_020900.1	19979
2094187	NC_040357.1	8971
1027880	NC_015523.1	6175
1527516	NC_028798.1	50882
1089136	NC_023740.1	68311
2170121	NC_024772.1	2590
1848042	NC_030201.1	9518
1513237	NC_016144.1	18927
2480177	NC_040557.1	7679
2304514	NC_040833.1	Manual_curation
340907	NC_007653.1	156487
983437	NC_015962.1	Manual_curation
1923531	NC_032791.1	10236
2020287	NC_035463.1	2784
915428	NC_013035.1	7184
658401	NC_013021.1	107530
12317	NC_003844.1	Manual_curation
929831	NC_038270.1	15462
859650	NC_014324.1	2981
1922783	NC_032823.1	8158
1567012	NC_028991.1	42158
1429767	NC_023579.1	75568
130310	AC_000006.1	Manual_curation
1923117	NC_033201.1	9789
227940	NC_004745.1	30728
1941239	NC_033747.1	2243
1746064	NC_028373.1	18554
1661395	NC_027214.1	9246
1746069	NC_030227.1	23676
63723	NC_003803.1	Manual_curation
35319	NC_039184.1	Manual_curation
932070	NC_015043.1	Manual_curation
1993907	NC_034835.1	9428
1500821	NC_027389.1	29494
1843736	NC_030144.1	2384
37131	NC_005283.1	15702
1070413	NC_017996.1	7341
1891768	NC_025895.1	4899
1776868	NC_039041.1	7773
1923468	NC_032994.1	9854
1816485	NC_030395.1	2471
749447	NC_017674.1	66275
1923208	NC_032254.1	3076
1592110	NC_040783.1	1914
1206313	NC_019920.1	3523
1335768	NC_021341.1	2754
379892	NC_008292.1	8386
1891767	NC_001669.1	5243
2170544	NC_040680.1	6001
1814288	NC_031919.1	42696
2065037	NC_038346.1	2871
1923141	NC_033019.1	9035
64294	NC_005039.1	10857
1132026	NC_018278.1	42832
279280	NC_005887.1	42415
1685766	NC_029597.1	3531
31711	NC_001600.1	4041
10862	NC_001396.1	7308
673835	NC_013643.1	36270
1618249	NC_026654.1	2142
159153	NC_004289.1	5380
1720498	NC_028901.1	43900
88870	NC_003387.1	52797
439014	NC_009756.1	4449
1923464	NC_033146.1	7548
1922810	NC_033123.1	3791
1425364	NC_025479.2	Manual_curation
2107709	NC_037667.1	2077288
1329402	NC_035460.1	176688
1923661	NC_033450.1	Manual_curation
2480191	NC_040707.1	2480
73498	NC_001964.1	5202
1873698	NC_030656.1	133492
111874	NC_005905.1	86462
2034827	NC_038305.1	8530
1196236	NC_018576.1	2806
212035	NC_014649.1	1181549
113370	NC_008361.1	156922
1923366	NC_033213.1	9301
445696	NC_015284.1	183806
2230896	NC_040347.1	2123
1862960	NC_031075.1	22240
1610835	NC_028870.1	43595
1856031	NC_030293.1	9310
1891773	NC_020070.1	5136
120086	NC_003299.1	Manual_curation
1923236	NC_032232.1	2654
172667	NC_005069.1	46339
1720504	NC_028448.1	167467
546185	NC_011055.1	76312
1922720	NC_032885.1	5363
2014931	NC_039020.1	10843
12327	NC_003469.1	Manual_curation
632112	NC_012530.1	142111
548908	NC_015229.1	6704
1126950	NC_018860.1	156176
1606504	NC_028123.1	4903
1922736	NC_032746.1	6381
1391032	NC_025737.1	2199
12473	NC_014509.2	4247
1054968	NC_015938.1	89916
1608134	NC_031303.1	13706
1980428	NC_029550.1	Manual_curation
10291	NC_038921.1	1686
154784	NC_002700.2	4268
1820158	NC_039070.1	2601
1568973	NC_026139.1	8952
64284	NC_033697.1	10173
263793	NC_005635.1	Manual_curation
432200	NC_019769.1	38964
1536596	NC_027384.1	37359
1921009	NC_032104.1	7599
1685727	NC_029603.1	1131
1136535	NC_018452.1	61847
72197	NC_004295.1	5028
1685953	NC_028137.1	22780
12888	NC_001558.1	360
1340745	NC_021562.1	8555
223301	NC_004101.1	Manual_curation
563119	NC_011288.1	58471
2054611	NC_040801.1	Manual_curation
176106	NC_003214.2	40900
1048854	NC_033830.1	Manual_curation
698486	NC_027993.1	43587
1567475	NC_026589.1	55832
1000665	NC_038441.1	2754
320846	NC_007061.1	42802
1105380	NC_023637.1	9840
2083181	NC_038512.1	7510
2268125	NC_040580.1	8809
1429794	NC_028940.1	170286
1714273	NC_004462.2	19604
1406786	NC_022764.1	39874
1987731	NC_038396.1	1688
1128073	NC_040362.1	2218
192026	NC_003682.1	301
1871678	NC_031013.1	34396
85708	NC_005148.1	1768
341035	NC_038473.1	2747
1158190	NC_034530.1	13294
295090	NC_006939.1	3683
2169932	NC_039059.1	2408
1125677	NC_030401.1	10158
648017	NC_012784.1	44492
238854	NC_006820.1	196280
2169734	NC_038962.1	2758
1561171	NC_025366.1	5654
138184	NC_024382.1	137090
1080799	NC_016159.1	9626
1032474	NC_028256.1	13769
51354	NC_003626.1	11832
1987403	NC_038560.1	8174
1906175	NC_032484.1	5818
1608091	NC_031275.1	9591
1690684	NC_028662.1	50418
160358	NC_014327.1	9745
35343	NC_003278.1	35580
1636546	NC_028966.1	76269
1489311	NC_024117.1	Manual_curation
474454	NC_010806.1	5808
1027248	NC_023629.1	6253
1406343	NC_034459.1	Manual_curation
10271	NC_001266.1	159857
1330524	NC_012986.1	7989
339965	NC_007711.1	1354
1838074	NC_030917.1	93577
1863009	NC_031011.1	168993
1050407	NC_015784.2	7753
1222338	NC_025425.1	163424
1521387	NC_024479.1	3120
547228	NC_020883.1	50861
338079	NC_010820.1	13111
1161906	NC_018270.1	33594
2170199	NC_039238.1	12983
1634476	NC_040528.1	2085
83544	NC_002359.1	Manual_curation
1475063	NC_023878.1	3062
360579	NC_009088.1	2728
78522	NC_035619.1	30620
80938	NC_038941.1	Manual_curation
1414737	NC_023502.1	109558
12171	NC_038323.1	1389
42882	NC_003689.1	7383
130328	AC_000004.1	Manual_curation
1922791	NC_032788.1	7171
210827	NC_007523.1	4975
292208	NC_006555.1	5039
1838081	NC_030921.1	49768
694015	NC_010646.1	31686
942016	NC_019485.1	59080
70734	NC_003313.1	33106
1923653	NC_032996.1	10378
1685770	NC_029616.1	3091
150285	NC_004012.1	8451
1806636	NC_040535.1	15224
47669	NC_001721.1	3699
1556289	NC_028842.1	57328
1805465	NC_031092.1	39158
1922758	NC_033159.1	9086
12558	NC_002568.2	4148
2079554	NC_040652.1	4743
12157	NC_038329.1	659
1086751	NC_023732.1	69279
1923752	NC_033718.1	9421
128818	NC_018455.1	8224
687360	NC_038341.1	3153
1352227	NC_021862.1	8576
345250	NC_008375.1	1898
437329	NC_009447.1	52414
1120751	NC_016443.1	Manual_curation
38804	NC_005179.1	134721
1200862	NC_030933.1	133798
1923089	NC_033214.1	8307
1716041	NC_028817.1	93879
36403	NC_011062.1	6539
12301	NC_004008.1	Manual_curation
1718158	NC_028826.1	42265
332937	NC_023677.1	153158
1116482	NC_020201.1	142349
1775456	NC_034551.1	12193
1175663	NC_028809.1	58637
138950	NC_002058.3	7440
2069319	NC_040433.1	3333
1133022	NC_018283.1	58065
1128118	NC_016561.1	3048
11553	NC_006307.2	Manual_curation
1586713	NC_028112.1	178262
1803898	NC_034376.1	8696
1516081	NC_024691.1	2259
1606497	NC_038558.1	5371
1592092	NC_026269.1	3588
236750	NC_005258.1	14935
2315724	NC_040754.1	Manual_curation
1513269	NC_013237.1	8242
1354496	NC_021866.1	7219
1923399	NC_032471.1	3705
1768064	NC_028981.1	7417
44560	NC_027040.1	Manual_curation
1746065	NC_028367.1	19537
638358	NC_012664.1	2754
1913024	NC_031747.1	6205
1923163	NC_033160.1	9186
205874	NC_004684.1	67480
